caseid,hh_size,age,sex,race,hispanic,married,gen_health,educ_level,emp_status,worker_class,industry,spouse_emp,num_children,well_rested,life_satisfaction,leisure_min,work_min
20211211211137,2,77,F,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,295,0
20211211211138,2,26,M,White,0,1,Very Good,Masters,Employed,Private,Real Estate,Employed,0,A Little,5,458,0
20211211211140,2,62,M,White,0,1,Good,HS Graduate,Employed,Self-Employed,"Agriculture, Mining, Construction",Employed,0,Very,8,502,0
20211211211153,2,65,M,White,0,1,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Not at all,4,360,0
20211211211164,4,85,F,Black,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,335,0
20211211211169,1,56,F,White,0,0,Poor,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,1,610,0
20211211211176,2,51,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,301,0
20211211211188,2,69,F,White,0,1,Very Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,440,0
20211211211190,3,74,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,765,0
20211211211200,4,41,M,Asian/Pacific Islander,0,1,Excellent,Masters,Employed,Private,Real Estate,Not Employed,2,Not at all,9,545,0
20211211211204,1,80,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,565,0
20211211211206,2,57,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,180,0
20211211211213,2,61,F,White,0,1,Good,Some College,Employed,Government,Health Care & Social Services,Not Employed,0,A Little,4,120,0
20211211211215,1,26,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,6,190,480
20211211211219,3,54,M,White,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,Very,8,140,615
20211211211222,3,50,M,White,0,1,Good,Some College,Employed,Government,Other Services,Employed,1,Somewhat,7,210,570
20211211211236,1,80,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,725,0
20211211211238,2,23,M,White,244,1,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,7,30,596
20211211211240,2,59,M,Black,0,0,Fair,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,A Little,3,345,0
20211211211242,1,61,M,White,0,0,Very Good,Bachelors,Employed,Private,Finance & Insurance,Not Applicable,0,Somewhat,7,110,30
20211211211247,1,65,F,White,1,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,240,0
20211211211248,1,63,F,White,0,0,Very Good,Professional/PhD,Employed,Private,Management & Education,Not Applicable,0,Very,10,300,0
20211211211253,2,59,M,White,0,0,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,4,255,450
20211211211254,3,43,M,Black,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,270,0
20211211211259,1,85,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,10,493,0
20211211211262,4,33,F,White,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,2,Somewhat,6,420,0
20211211211266,1,77,M,White,0,0,Excellent,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,405,0
20211211211278,1,85,F,White,0,0,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,330,0
20211211211280,2,20,F,White,0,0,Very Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,4,675,0
20211211211293,2,52,F,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Not Employed,0,Somewhat,4,0,545
20211211211306,1,75,F,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,4,404,0
20211211211309,1,80,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,525,0
20211211211316,2,68,F,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,6,285,0
20211211211326,2,69,F,White,1,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,460,0
20211211211330,1,42,M,White,1,0,Very Good,HS Graduate,Employed,Private,Management & Education,Not Applicable,0,Very,7,90,530
20211211211334,4,50,M,Asian/Pacific Islander,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Somewhat,5,240,240
20211211211336,4,60,M,White,0,1,Poor,Masters,Employed,Private,Manufacturing- Durable Goods,Not Employed,2,Somewhat,3,165,450
20211211211338,1,53,M,White,0,0,Fair,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,A Little,7,450,360
20211211211351,5,32,M,White,0,1,Good,HS Graduate,Employed,Private,Management & Education,Employed,3,Very,7,100,525
20211211211352,1,85,F,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,365,0
20211211211362,3,15,M,White,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,195,0
20211211211365,3,75,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,3,300,0
20211211211368,3,42,F,White,0,1,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,1,Somewhat,5,150,0
20211211211369,2,85,M,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,240,0
20211211211372,4,43,F,White,0,1,Very Good,Some College,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Employed,1,A Little,2,430,0
20211211211378,7,57,M,White,0,0,Very Good,Professional/PhD,Employed,Self-Employed,Management & Education,Employed,0,Somewhat,6,180,165
20211211211380,1,69,F,Black,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,145,0
20211211211386,2,77,M,White,0,1,Fair,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,275,0
20211211211398,2,73,M,White,0,1,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,9,150,0
20211211211399,1,85,F,Black,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,4,980,0
20211211211405,2,62,F,White,0,1,Excellent,Bachelors,Employed,Private,Finance & Insurance,Employed,0,A Little,5,345,515
20211211211411,2,47,M,White,0,1,Excellent,Masters,Employed,Private,"Agriculture, Mining, Construction",Employed,0,Very,10,180,240
20211211211413,4,41,F,White,0,1,Excellent,Bachelors,Employed,Private,Real Estate,Employed,2,Very,8,95,480
20211211211414,2,67,M,Black,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,360,0
20211211211417,1,68,F,White,0,0,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,6,100,0
20211211211419,1,66,M,White,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,3,270,420
20211211211423,2,29,M,White,1,1,Very Good,Some College,Employed,Private,Health Care & Social Services,Employed,0,A Little,7,220,610
20211211211427,3,52,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Management & Education,Not Employed,1,Very,10,305,0
20211211211428,2,74,F,Black,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,7,300,0
20211211211430,1,69,M,White,0,0,Good,Some College,Employed,Private,Real Estate,Not Applicable,0,Very,10,95,520
20211211211431,2,67,M,White,0,1,Excellent,Some College,Employed,Private,Accomodation & Food Services,Not Employed,0,Somewhat,8,165,0
20211211211433,7,41,M,White,0,0,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,A Little,7,140,400
20211211211434,4,35,M,White,0,1,Good,Bachelors,Employed,Private,Finance & Insurance,Employed,2,Somewhat,7,336,0
20211211211454,2,85,F,White,0,0,Excellent,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,10,139,315
20211211211455,2,29,F,White,0,0,Fair,Masters,Employed,Self-Employed,Other Services,Employed,0,Somewhat,3,195,120
20211211211462,3,70,F,Black,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,9,599,0
20211211211468,5,34,F,White,0,0,Very Good,HS Graduate,Employed,Government,Management & Education,Not Applicable,4,Not at all,3,240,0
20211211211481,2,57,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,4,80,0
20211211211482,2,66,F,2+ Races,0,1,Fair,Middle,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,5,529,0
20211211211483,3,35,M,White,0,1,Very Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,A Little,8,260,0
20211211211488,4,43,M,White,0,1,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Employed,1,Very,10,85,480
20211211211490,3,61,M,Black,0,1,Excellent,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,10,300,0
20211211211507,1,57,M,White,1,0,Very Good,Some College,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,8,350,0
20211211211512,4,37,F,White,0,1,Excellent,Professional/PhD,Employed,Private,Health Care & Social Services,Employed,2,Somewhat,9,110,475
20211211211513,2,68,F,White,0,1,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,10,100,0
20211211211524,1,71,M,White,0,0,Very Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,665,0
20211211211525,3,47,M,White,0,1,Very Good,Professional/PhD,Employed,Government,Management & Education,Employed,1,Somewhat,7,630,0
20211211211533,1,85,F,White,0,0,Very Good,Some College,Employed,Private,Real Estate,Not Applicable,0,Very,8,300,0
20211211211534,1,60,F,White,1,0,Good,Some HS,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,10,335,453
20211211211554,1,70,F,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,380,0
20211211211560,1,31,F,Asian/Pacific Islander,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,A Little,6,60,0
20211211211564,1,36,F,White,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Somewhat,7,405,450
20211211211565,2,44,M,White,1,1,Good,Masters,Employed,Government,"Agriculture, Mining, Construction",Employed,0,A Little,5,120,660
20211211211566,1,61,M,White,1,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,9,615,0
20211211211577,2,63,F,White,1,0,Fair,Some College,Employed,Government,Real Estate,Not Applicable,0,Very,6,0,0
20211211211582,1,64,F,White,0,0,Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,A Little,6,515,0
20211211211585,2,44,F,White,1,0,Fair,Elementary,Employed,Private,Accomodation & Food Services,Not Applicable,1,Very,8,455,0
20211211211589,2,18,F,White,0,0,Excellent,Some HS,Employed,Private,Accomodation & Food Services,Not Applicable,0,A Little,7,47,0
20211211211599,2,60,M,White,0,1,Excellent,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Employed,0,Somewhat,8,300,0
20211211211602,1,69,M,White,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,840,0
20211211211609,5,36,F,White,0,1,Good,Masters,Employed,Private,Management & Education,Employed,3,A Little,7,120,0
20211211211610,2,71,M,White,0,1,Excellent,Masters,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,10,318,0
20211211211612,5,44,M,Black,0,1,Very Good,Bachelors,Employed,Government,Other Services,Employed,3,Very,10,255,610
20211211211623,1,80,F,White,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,0,0
20211211211629,7,33,F,White,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,5,A Little,10,0,0
20211211211630,2,71,F,White,0,1,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,305,0
20211211211642,1,73,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,9,174,0
20211211211646,1,52,M,Asian/Pacific Islander,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Somewhat,8,125,585
20211211211651,1,51,M,White,0,0,Very Good,Professional/PhD,Employed,Government,Other Services,Not Applicable,0,Somewhat,7,210,570
20211211211652,3,34,F,Asian/Pacific Islander,0,1,Fair,Professional/PhD,Employed,Government,Management & Education,Not Employed,1,A Little,3,0,420
20211211211663,4,31,M,2+ Races,0,1,Fair,Some College,Employed,Private,Finance & Insurance,Employed,2,Very,7,713,0
20211211211664,4,51,M,White,0,1,Very Good,Bachelors,Employed,Self-Employed,Real Estate,Employed,2,Somewhat,10,60,360
20211211211674,4,58,M,White,0,1,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,0,Very,1,95,495
20211211211679,1,68,F,White,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,375,0
20211211211680,1,58,M,White,0,0,Very Good,Professional/PhD,Employed,Private,Finance & Insurance,Not Applicable,0,Not at all,4,60,540
20211211211686,2,65,M,White,0,1,Very Good,Bachelors,Employed,Private,Finance & Insurance,Not Employed,0,Somewhat,8,300,5
20211211211691,1,63,F,White,0,0,Very Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Somewhat,8,330,433
20211211211703,3,59,F,Asian/Pacific Islander,0,1,Fair,Masters,Employed,Private,Real Estate,Not Employed,0,Very,9,50,440
20211211211708,2,50,M,White,0,1,Excellent,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,8,215,705
20211211211710,3,15,F,Black,0,0,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,155,0
20211211211712,3,66,M,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,8,493,0
20211211211713,3,28,F,Black,0,0,Very Good,HS Graduate,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Not Applicable,2,Somewhat,7,365,0
20211211211715,2,67,F,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,7,145,0
20211211211716,1,85,F,White,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,255,0
20211211211718,2,45,M,White,1,0,Fair,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,Very,7,270,0
20211211211720,3,58,F,White,0,1,Good,HS Graduate,Employed,Private,Finance & Insurance,Not Employed,0,Somewhat,7,145,583
20211211211721,2,64,F,White,0,1,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,A Little,8,198,270
20211211211723,2,46,M,White,244,1,Excellent,Professional/PhD,Employed,Government,Health Care & Social Services,Employed,0,Very,10,240,0
20211211211725,1,48,F,Black,0,0,Fair,Some College,Employed,Private,Management & Education,Not Applicable,0,Somewhat,6,328,0
20211211211728,3,74,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,520,0
20211211211743,1,56,F,White,1,0,Good,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,9,100,0
20211211211747,1,21,F,White,0,0,Fair,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,3,120,0
20211211211750,1,76,M,Black,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,6,722,0
20211211211756,2,31,F,White,244,1,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Very,9,0,490
20211211211758,1,63,F,White,0,0,Fair,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,6,800,0
20211211211759,2,55,M,White,0,1,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,240,0
20211211211760,3,66,F,White,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,6,140,0
20211211211765,4,50,F,White,0,0,Good,Masters,Employed,Private,Health Care & Social Services,Not Applicable,3,Somewhat,7,60,0
20211211211771,3,53,F,White,1,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,Very,8,475,0
20211211211778,3,67,M,White,0,1,Fair,Masters,Employed,Government,"Agriculture, Mining, Construction",Not Employed,0,Very,6,510,5
20211211211779,1,59,F,White,0,0,Excellent,Bachelors,Employed,Private,Management & Education,Not Applicable,0,Very,6,631,0
20211211211785,2,27,M,White,0,0,Excellent,HS Graduate,Employed,Private,Other Services,Employed,0,Very,7,400,0
20211211211788,4,35,F,Black,0,0,Fair,Some College,Employed,Private,Health Care & Social Services,Not Applicable,3,A Little,7,241,0
20211211211789,5,44,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,1,Somewhat,7,180,0
20211211211791,2,54,F,White,0,0,Good,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,1,Very,4,580,0
20211211211792,4,53,M,2+ Races,0,1,Excellent,Bachelors,Employed,Private,Real Estate,Employed,2,Very,10,150,616
20211211211796,2,58,M,White,0,1,Excellent,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Very,9,645,0
20211211211799,3,29,F,White,0,0,Fair,HS Graduate,Employed,Private,Real Estate,Not Applicable,1,Not at all,2,120,533
20211211211802,3,42,M,Asian/Pacific Islander,0,1,Very Good,Bachelors,Employed,Private,Other Services,Employed,1,Very,8,45,730
20211211211808,8,40,F,Black,0,1,Good,Some College,Employed,Private,Health Care & Social Services,Not Employed,4,Not at all,5,0,506
20211211211811,2,46,M,White,0,0,Very Good,Bachelors,Employed,Private,Finance & Insurance,Employed,0,Very,8,335,570
