INJ_BODY_PART,NARRATIVE
MULTIPLE,Employee alleges sustained multiple physical injuries minor motor vehicl accident Employee driving truck left truck dump station He traveling approximately mph going hill rearended another truck stopped SUBMISSION BE FILED UNDER PROTEST
ANKLE,Employee raising counterweight conveyor chain hoist chain broke jumped back landing tool twisting ankle
FINGER(S),Operator grabbed door jam dredge pilot house right hand reached left hand close door wind blew door shut smashing right thumb door
BACK,Employee stated cleaning patio timber jack standing building went move one jack tripped falling storage box twisting lower left back
FINGER(S),While positioning cutting edge prior installation cutting edge slipped onto employees finger
FINGER(S),Taking pulley wrench bolt broke causing right middle finger contact worn pulley
FINGER(S),An employee removing Bucket Bits loader removing nut plow bolt bolt pushed recess causing bolt spin The employee put hand head plow bolt tried remove nut time bolt spun causing sharp edge bolt head cut leather glove lacerating finger
EYE(S),Employee performing welding grinding unknown time piece metal slag enter eye
FINGER(S),Employee sprained right thumb unloading hardline bottom deck cage lip hardline got caught edge shaft collar twisting employees thumb
KNEE,Employee slipped exiting fuel truck causing strain right knee He sought medical attention placed restricted duty This incident reported within days seeking medical attention
EYE(S),EE purging propel lube lines Dragline Contractors working accidentally knocked open bucket EPA Solvent turn fell top He correctly following safety procedures put place project He suffered chemical burn left eye required prescription medication
FINGER(S),Employee welding walking cam another employee machining bore walking cam Employee felt something hitting back reached around see lacerated right index finger shaving
MULTIPLE,Employee walking hill tool box The tool box broke causing employee fall ground
MULTIPLE,Flipped Water Truck water sump hill grade
SHOULDER,Employee strained right shoulder tightening belt structure treated Hospital ER returned work upon results MRI test EE excused work Dr weeks
FINGER(S),The employee climbing feed chute grabbed air hose attached impact gun impact gun fell left index finger causing bleeding Distal Phalange fracture left index finger The employee seek medical Treatment finger diagnosis distal phalange fracture
SHOULDER,Employee restacking lb bags masonry cement shifted pallet Employee started notice pain right shoulder reported supervisor Employee taken physician paced restricted duty push pull lift lbs recheck
MULTIPLE,New hose compressor blew fitting pressure brought hose whipped employee Left arm contusion left foot contusion broken nose bruised right knee elbow
FINGER(S),IE repairing steering arm haul truck A grease line attached steering arm supporting part weight When IE removed grease line steering arm dropped tried catch His left ring finger pinched steering arm piece cribbing resulting laceration required sutures
BACK,Employee removing guard work return spool railcar mover felt twinge lower back
BACK,Employee handling cribs place scoop tire strained lower back
FINGER(S),The employee setting shield new long wall face Before shield could set side shield needed pulled EE kneeling hand wrong position Another employee closed side shield giving warning caught EEs hand shield side shield
BACK,EE lifting lid powder box felt pull lower right side back Awaiting personaloccupational determination doctor received confimation specialist injury attributed work making lost time accident
EYE(S),Employee walked beam visor hard hat hit causing release dust Employee dust left eye
BACK,Employee bending pick piece grease line felt pull back Grease line less pound
FINGER(S),Handing wooden post partner slipped Reached grab sliver enter finger Became infected
FINGER(S),Employee changing drill steel wrenches piece rock fell mine roof striking right hand The rock measured approximately L x W x T
FINGER(S),Employee operating metabo grinder cutting paddles drag chain fab shop area The drag chain shifted table causing blade metabo bind kickback When metabo kicked back struck top employees left hand The blade cut employees glove hand
KNEE,Emp slipped tripped pulling underground cable He fell trough right side hitting head hip knee said felt like twisted ankle Emp taken Dr placed restrictions able work job restrictions Confirmed torn meniscus reported MSHA
KNEE,Employees foot got caught lanyard He tripped hit knee catwalk
SHOULDER,Employee injured left shoulder drill steel drilling hit existing bolt causing jackleg spin
HAND,EE changing cutting edge equip While using air hammer remove bolt hammer hold hammer slipped left hand contacted sharp head bolt
FINGER(S),Man watching bolt man pin spot bolt piece rock fell striking machine Man hand side machine rock landed rock XX thick Rock landed left hand catching cutting ring finger
KNEE,EE walking across section slipped rock twisting right knee ankle EE cont work went dr He went back dr dr suggested MRI done knee would work MRI completed
MULTIPLE,Diagnosis DR said Acute reaction lack vitamins sleep dehydration caused body go convulsions employee apparently going alcohol withdrawals sustaining attempt sobriety
BACK,The employee hanging continuous miner cable strained lower back He seen Dr put restricted duty
BACK,Employee stated walking entrywhen fell onto back He transported hospital complaints numbness left arm He examined fractures abnormality He returned work light duty call Dr apt give full release He missed work hospital
SHOULDER,Employee digging trench spade Impact hard ground digging caused pain left shoulder
FINGER(S),The EE alleges fixing stuck belt pulley belt rotated pinched finger
FINGER(S),The Employee swinging hammer end Right little finger hit edge metal flange causing laceration end little finger
FINGER(S),Employee splitting rock stone splitter Had hand top rock hit table tooth reset lever bounced table pinched fingers rock splitter teeth Caused lacerations fingertip fracture right middle index finger
